,name,movie_title,release_date,budget,revenue,return
341,Michael Curtiz,Casablanca,1942-11-26,878000.0,10462500.0,11.92
342,John Huston,The Maltese Falcon,1941-11-18,375000.0,1000000.0,2.67
343,George Cukor,My Fair Lady,1964-10-21,17000000.0,72070731.0,4.24
344,Billy Wilder,Sabrina,1954-09-28,2238813.0,10000000.0,4.47
345,William Wyler,Roman Holiday,1953-09-02,1500000.0,12000000.0,8.0
346,Victor Fleming,The Wizard of Oz,1939-08-15,2777000.0,33754967.0,12.16
347,Victor Fleming,Gone with the Wind,1939-12-15,4000000.0,400176459.0,100.04
348,Billy Wilder,Sunset Boulevard,1950-08-10,1752000.0,5000000.0,2.85
349,Orson Welles,Citizen Kane,1941-04-30,839727.0,23217674.0,27.65
350,Stanley Kubrick,2001: A Space Odyssey,1968-04-10,10500000.0,68700000.0,6.54
351,Joseph L. Mankiewicz,All About Eve,1950-11-09,1400000.0,63463.0,0.05
352,George Cukor,The Women,1939-01-01,1688000.0,2270000.0,1.34
353,,The Women,2008-09-12,16000000.0,50007546.0,3.13
354,Alfred Hitchcock,Rebecca,1940-04-12,1288000.0,6000000.0,4.66
355,Alfred Hitchcock,Notorious,1946-08-15,2000000.0,24464742.0,12.23
356,Alfred Hitchcock,Spellbound,1945-12-28,1500000.0,7000000.0,4.67
357,Alfred Hitchcock,To Catch a Thief,1955-08-03,2500000.0,8750000.0,3.5
358,Ernst Lubitsch,Ninotchka,1939-10-06,1365000.0,2279000.0,1.67
359,Michael Curtiz,The Adventures of Robin Hood,1938-05-13,2033000.0,3981000.0,1.96
360,William Keighley,The Adventures of Robin Hood,1938-05-13,2033000.0,3981000.0,1.96
361,Otto Preminger,Laura,1944-10-11,1020000.0,2000000.0,1.96
362,Mark Sandrich,Top Hat,1935-09-06,609000.0,3202000.0,5.26
363,George Stevens,Giant,1956-10-10,5400000.0,35000000.0,6.48
364,Elia Kazan,East of Eden,1955-03-09,1.0,5.0,5.0
365,W.S. Van Dyke,The Thin Man,1934-05-25,226408.0,1423000.0,6.29
366,Michael Anderson,Around the World in Eighty Days,1956-10-17,6000000.0,42000000.0,7.0
367,Frank Capra,It's a Wonderful Life,1946-12-20,3180000.0,9644124.0,3.03
368,Frank Capra,Mr. Smith Goes to Washington,1939-10-19,1500000.0,9600000.0,6.4
369,Roland Joffé,The Scarlet Letter,1995-10-13,50000000.0,10382407.0,0.21
370,George A. Romero,Night of the Living Dead,1968-10-01,114000.0,30000000.0,263.16
371,,Night of the Living Dead,1990-10-18,4200000.0,5835247.0,1.39
372,John Huston,The African Queen,1951-12-03,1300000.0,10750000.0,8.27
373,Richard Brooks,Cat on a Hot Tin Roof,1958-02-17,3000000.0,17570324.0,5.86
374,Frank Borzage,A Farewell to Arms,1932-12-08,4.0,25.0,6.25
375,Frank Borzage,A Farewell to Arms,1932-12-08,4.0,25.0,6.25
376,,Bliss,1985-10-04,3400000.0,660537.0,0.19
377,Ringo Lam,Maximum Risk,1996-09-13,25000000.0,51702483.0,2.07
378,Neil Jordan,Michael Collins,1996-10-25,28000000.0,16900000.0,0.6
379,Walter Hill,Last Man Standing,1996-09-20,67000000.0,47267001.0,0.71
380,F. Gary Gray,Set It Off,1996-11-06,9000000.0,41590886.0,4.62
381,Reb Braddock,Curdled,1996-09-06,2300000.0,49620.0,0.02
382,Michael Apted,Extreme Measures,1996-09-27,38000000.0,17380126.0,0.46
383,James Foley,The Chamber,1996-10-11,50000000.0,22540359.0,0.45
384,,The Shaggy Dog,2006-03-09,50000000.0,61112916.0,1.22
385,Richard Fleischer,"20,000 Leagues Under the Sea",1954-12-23,5000000.0,28200000.0,5.64
386,,"20,000 Leagues Under the Sea",1916-12-24,200000.0,8000000.0,40.0
387,Jon Turteltaub,Cool Runnings,1993-09-30,14000000.0,154864401.0,11.06
388,Clyde Geronimi,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
389,Wilfred Jackson,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
390,Hamilton Luske,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
391,,Cinderella,2015-03-12,95000000.0,543514353.0,5.72
392,Wolfgang Reitherman,The Sword in the Stone,1963-12-25,3000000.0,22182353.0,7.39
393,Kevin Reynolds,Robin Hood: Prince of Thieves,1991-06-14,48000000.0,390493908.0,8.14
394,Robert Stevenson,Mary Poppins,1964-08-27,6000000.0,102272727.0,17.05
395,Samuel Armstrong,Dumbo,1941-10-22,812000.0,1600000.0,1.97
396,Ben Sharpsteen,Dumbo,1941-10-22,812000.0,1600000.0,1.97
397,William Roberts,Dumbo,1941-10-22,812000.0,1600000.0,1.97
398,Wilfred Jackson,Dumbo,1941-10-22,812000.0,1600000.0,1.97
399,Jack Kinney,Dumbo,1941-10-22,812000.0,1600000.0,1.97
400,Norman Ferguson,Dumbo,1941-10-22,812000.0,1600000.0,1.97
401,,Pete's Dragon,2016-08-10,65000000.0,143695338.0,2.21
402,Robert Stevenson,Bedknobs and Broomsticks,1971-10-07,20000000.0,17900000.0,0.9
403,Hamilton Luske,Alice in Wonderland,1951-07-03,3000000.0,572000000.0,190.67
404,Wilfred Jackson,Alice in Wonderland,1951-07-03,3000000.0,572000000.0,190.67
405,Clyde Geronimi,Alice in Wonderland,1951-07-03,3000000.0,572000000.0,190.67
406,,Alice in Wonderland,2010-03-03,200000000.0,1025491110.0,5.13
407,Ted Berman,The Fox and the Hound,1981-07-10,12000000.0,29800000.0,2.48
408,Art Stevens,The Fox and the Hound,1981-07-10,12000000.0,29800000.0,2.48
409,Richard Rich,The Fox and the Hound,1981-07-10,12000000.0,29800000.0,2.48
410,Robert Wise,The Sound of Music,1965-03-02,8200000.0,286214286.0,34.9
411,John McTiernan,Die Hard,1988-07-15,28000000.0,140767956.0,5.03
412,Brett Leonard,The Lawnmower Man,1992-03-05,10000000.0,32101000.0,3.21
413,Mike Leigh,Secrets & Lies,1996-05-24,4500000.0,13417292.0,2.98
414,James Ivory,Surviving Picasso,1996-09-04,16000000.0,1985001.0,0.12
415,Renny Harlin,The Long Kiss Goodnight,1996-10-11,65000000.0,89456761.0,1.38
416,Stephen Hopkins,The Ghost and the Darkness,1996-10-11,50000000.0,75000000.0,1.5
417,Spike Lee,Get on the Bus,1996-10-16,2400000.0,5731103.0,2.39
418,George P. Cosmatos,Shadow Conspiracy,1997-01-31,45000000.0,2154540.0,0.05
419,Michael Winterbottom,Jude,1996-02-06,7000000.0,405000.0,0.06
420,Baz Luhrmann,Romeo + Juliet,1996-10-31,14500000.0,147298761.0,10.16
421,Doug Liman,Swingers,1996-10-18,200000.0,4505922.0,22.53
422,Barry Levinson,Sleepers,1996-10-18,44000000.0,165615285.0,3.76
423,Mel Stuart,Willy Wonka & the Chocolate Factory,1971-06-29,3000000.0,4000000.0,1.33
424,Woody Allen,Sleeper,1973-12-17,2000000.0,18344729.0,9.17
425,Woody Allen,Bananas,1971-04-28,2000000.0,11833696.0,5.92
426,Charles Crichton,A Fish Called Wanda,1988-07-15,7500000.0,62493712.0,8.33
427,Terry Jones,Life of Brian,1979-08-17,4000000.0,20045115.0,5.01
428,Blake Edwards,The Great Race,1965-07-01,12000000.0,25333333.0,2.11
429,Arthur Penn,Bonnie and Clyde,1967-07-18,2500000.0,50700000.0,20.28
430,Alfred Hitchcock,Dial M for Murder,1954-05-29,1400000.0,3000000.0,2.14
431,Emile Ardolino,Dirty Dancing,1987-08-21,6000000.0,213954274.0,35.66
432,Quentin Tarantino,Reservoir Dogs,1992-09-02,1200000.0,14661007.0,12.22
433,Oliver Stone,Platoon,1986-12-18,6000000.0,138530565.0,23.09
434,Ted Kotcheff,Weekend at Bernie's,1989-07-05,6500000.0,30218387.0,4.65
435,Paul Verhoeven,Basic Instinct,1992-03-20,49000000.0,352927224.0,7.2
436,Oliver Stone,The Doors,1991-03-01,38000000.0,34416893.0,0.91
437,Neil Jordan,The Crying Game,1992-09-02,3705538.0,62548947.0,16.88
438,James Foley,Glengarry Glen Ross,1992-09-15,12500000.0,10725228.0,0.86
439,Alan J. Pakula,Sophie's Choice,1982-12-08,12000000.0,30036000.0,2.5
440,Steven Spielberg,E.T. the Extra-Terrestrial,1982-04-03,10500000.0,792965326.0,75.52
441,,A Christmas Carol,2009-11-04,200000000.0,325233863.0,1.63
442,Tony Scott,Days of Thunder,1990-06-27,60000000.0,157920733.0,2.63
443,Tony Scott,Top Gun,1986-05-16,15000000.0,356830601.0,23.79
444,Elia Kazan,A Streetcar Named Desire,1951-09-18,1800000.0,8000000.0,4.44
445,Abel Ferrara,The Funeral,1996-01-26,12500000.0,1227324.0,0.1
446,Miloš Forman,The People vs. Larry Flynt,1996-10-12,36000000.0,20300385.0,0.56
447,Blake Edwards,The Return of the Pink Panther,1975-05-21,5000000.0,41833347.0,8.37
448,Ate de Jong,Drop Dead Fred,1991-04-19,6788000.0,13878334.0,2.04
449,James Cameron,The Abyss,1989-08-09,70000000.0,90000098.0,1.29
450,John Carpenter,The Fog,1980-02-08,1000000.0,21378361.0,21.38
451,,The Fog,2005-10-14,18000000.0,46201432.0,2.57
452,John Carpenter,Escape from New York,1981-05-22,6000000.0,50244700.0,8.37
453,Joe Dante,The Howling,1981-04-03,1000000.0,17985893.0,17.99
454,Terry Gilliam,Monty Python and the Holy Grail,1975-03-13,400000.0,5028948.0,12.57
455,Terry Jones,Monty Python and the Holy Grail,1975-03-13,400000.0,5028948.0,12.57
456,,Raw Deal,1986-06-06,8500000.0,16209459.0,1.91
457,Eric Red,Bad Moon,1996-11-01,7000000.0,1100000.0,0.16
458,Jean-Pierre Jeunet,Delicatessen,1991-04-17,4000000.0,1794187.0,0.45
459,Marc Caro,Delicatessen,1991-04-17,4000000.0,1794187.0,0.45
460,Anthony Minghella,The English Patient,1996-11-14,27000000.0,231976425.0,8.59
461,Jim Sheridan,My Left Foot: The Story of Christy Brown,1989-07-21,645180.0,14743391.0,22.85
462,Baz Luhrmann,Strictly Ballroom,1992-08-20,3000000.0,33946224.0,11.32
463,Alek Keshishian,Madonna: Truth or Dare,1991-05-10,4.0,29.0,7.25
464,Mark Aldo Miceli,Madonna: Truth or Dare,1991-05-10,4.0,29.0,7.25
465,Jennie Livingston,Paris is Burning,1990-03-13,500000.0,3779620.0,7.56
466,Miloš Forman,One Flew Over the Cuckoo's Nest,1975-11-18,3000000.0,108981275.0,36.33
467,Irvin Kershner,The Empire Strikes Back,1980-05-17,18000000.0,538400000.0,29.91
468,Rob Reiner,The Princess Bride,1987-09-18,16000000.0,30857814.0,1.93
469,Steven Spielberg,Raiders of the Lost Ark,1981-06-12,18000000.0,389925971.0,21.66
470,James Cameron,Aliens,1986-07-18,18500000.0,183316455.0,9.91
471,Sergio Leone,"The Good, the Bad and the Ugly",1966-12-23,1200000.0,6000000.0,5.0
472,Sidney Lumet,12 Angry Men,1957-03-25,350000.0,1000000.0,2.86
473,David Lean,Lawrence of Arabia,1962-12-10,15000000.0,69995385.0,4.67
474,Stanley Kubrick,A Clockwork Orange,1971-12-18,2200000.0,26589000.0,12.09
475,Robert Mulligan,To Kill a Mockingbird,1962-12-25,2000000.0,13129846.0,6.56
476,Francis Ford Coppola,Apocalypse Now,1979-08-15,31500000.0,89460381.0,2.84
477,Sergio Leone,Once Upon a Time in the West,1968-12-21,5000000.0,5321508.0,1.06
478,Richard Marquand,Return of the Jedi,1983-05-23,32350000.0,572700000.0,17.7
479,Wim Wenders,Wings of Desire,1987-01-01,2500000.0,3200000.0,1.28
480,Martin Scorsese,GoodFellas,1990-09-12,25000000.0,46836394.0,1.87
481,Ridley Scott,Alien,1979-05-25,11000000.0,104931801.0,9.54
482,Akira Kurosawa,Ran,1985-06-01,11500000.0,4069653.0,0.35
483,Alfred Hitchcock,Psycho,1960-06-16,806948.0,32000000.0,39.66
484,Gus Van Sant,Psycho,1998-12-04,60000000.0,37141130.0,0.62
485,John Landis,The Blues Brothers,1980-06-17,27000000.0,115229890.0,4.27
486,Francis Ford Coppola,The Godfather: Part II,1974-12-20,13000000.0,47542841.0,3.66
487,Stanley Kubrick,Full Metal Jacket,1987-06-26,17000000.0,46357676.0,2.73
488,Miloš Forman,Amadeus,1984-10-26,18000000.0,51973029.0,2.89
489,Martin Scorsese,Raging Bull,1980-11-14,18000000.0,23000000.0,1.28
490,Woody Allen,Annie Hall,1977-04-19,4000000.0,38251425.0,9.56
491,Philip Kaufman,The Right Stuff,1983-10-20,27000000.0,21500000.0,0.8
492,Wolfgang Petersen,Das Boot,1981-09-16,14000000.0,85000000.0,6.07
493,George Roy Hill,The Sting,1973-12-25,5500000.0,159616327.0,29.02
494,,Trust,2010-09-10,9500000.0,120000.0,0.01
495,James Cameron,The Terminator,1984-10-26,6400000.0,78371200.0,12.25
496,Peter Jackson,Braindead,1992-08-13,3000000.0,242623.0,0.08
497,Edward Zwick,Glory,1989-12-15,18000000.0,26828365.0,1.49
498,Joel Coen,Miller's Crossing,1990-09-21,14000000.0,5080409.0,0.36
499,Peter Weir,Dead Poets Society,1989-06-02,16400000.0,235860116.0,14.38
500,Mike Nichols,The Graduate,1967-12-21,3000000.0,104945305.0,34.98
501,Orson Welles,Touch of Evil,1958-04-23,829000.0,2247465.0,2.71
502,David Lean,The Bridge on the River Kwai,1957-10-02,3000000.0,27200000.0,9.07
503,Roman Polanski,Chinatown,1974-06-20,6000000.0,30000000.0,5.0
504,,The Day the Earth Stood Still,2008-12-10,80000000.0,233093859.0,2.91
505,John Huston,The Treasure of the Sierra Madre,1948-01-24,3800000.0,4307000.0,1.13
506,Stanley Kubrick,The Shining,1980-05-22,19000000.0,44017374.0,2.32
507,Rob Reiner,Stand by Me,1986-08-22,8000000.0,52287414.0,6.54
508,Sam Raimi,Evil Dead II,1987-03-13,3600000.0,5923044.0,1.65
509,John Sturges,The Great Escape,1963-06-20,4000000.0,11744471.0,2.94
510,Michael Cimino,The Deer Hunter,1978-12-08,15000000.0,50000000.0,3.33
511,Harold Ramis,Groundhog Day,1993-02-11,14600000.0,70906973.0,4.86
512,Clint Eastwood,Unforgiven,1992-08-07,14000000.0,159157447.0,11.37
513,John Frankenheimer,The Manchurian Candidate,1962-10-24,80000000.0,96105910.0,1.2
514,,The Manchurian Candidate,2004-07-30,80000000.0,96105964.0,1.2
515,Robert Zemeckis,Back to the Future,1985-07-03,19000000.0,381109762.0,20.06
516,Jon Avnet,Fried Green Tomatoes,1991-12-27,11000000.0,119418501.0,10.86
517,Franklin J. Schaffner,Patton,1970-01-25,12000000.0,89800000.0,7.48
518,Katsuhiro Ōtomo,Akira,1988-07-16,8000000.0,553171.0,0.07
519,Russell Mulcahy,Highlander,1986-03-07,16000000.0,5900000.0,0.37
520,Stuart Rosenberg,Cool Hand Luke,1967-06-22,3000000.0,16217773.0,5.41
521,Mel Brooks,Young Frankenstein,1974-12-15,2800000.0,86273333.0,30.81
522,Jim Jarmusch,Night on Earth,1991-10-03,3500000.0,2015810.0,0.58
523,Charlie Chaplin,The Great Dictator,1940-10-15,2000000.0,11000000.0,5.5
524,Samuel Armstrong,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
525,James Algar,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
526,William Roberts,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
527,Paul Satterfield,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
528,Hamilton Luske,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
529,Jim Handley,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
530,Ford Beebe,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
531,T. Hee,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
532,Wilfred Jackson,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
533,Ben Sharpsteen,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
534,Norman Ferguson,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
535,David Hand,Fantasia,1940-11-13,2280000.0,83320000.0,36.54
536,Fred Zinnemann,High Noon,1952-03-27,730000.0,8000000.0,10.96
537,William Wyler,Ben-Hur,1959-12-26,15000000.0,146900000.0,9.79
538,,Ben-Hur,2016-08-17,100000000.0,94061311.0,0.94
539,Rob Reiner,This Is Spinal Tap,1984-05-04,2500000.0,4736202.0,1.89
540,Steven Spielberg,Indiana Jones and the Last Crusade,1989-05-24,48000000.0,474171806.0,9.88
541,Richard Attenborough,Gandhi,1982-11-30,22000000.0,77737889.0,3.53
542,Philip Kaufman,The Unbearable Lightness of Being,1988-02-05,17000000.0,10006806.0,0.59
543,James Ivory,A Room with a View,1985-12-13,3000000.0,20966644.0,6.99
544,Alan Parker,Pink Floyd: The Wall,1982-07-14,12000000.0,22244207.0,1.85
545,Roland Joffé,The Killing Fields,1984-11-02,14400000.0,34700291.0,2.41
546,Fred M. Wilcox,Forbidden Planet,1956-03-15,1900000.0,3250000.0,1.71
547,George Roy Hill,Butch Cassidy and the Sundance Kid,1969-09-23,6000000.0,102308889.0,17.05
548,Wim Wenders,"Paris, Texas",1984-05-19,1746964.0,2181987.0,1.25
549,Rob Reiner,When Harry Met Sally...,1989-07-21,16000000.0,92823546.0,5.8
550,David Fincher,Alien³,1992-05-22,50000000.0,159773545.0,3.2
551,John Landis,An American Werewolf in London,1981-08-21,10000000.0,31973249.0,3.2
552,,The Amityville Horror,2005-04-15,19000000.0,108047131.0,5.69
553,Alfred Hitchcock,The Birds,1963-03-28,2500000.0,11403529.0,4.56
554,,The Blob,1988-08-05,19000000.0,8247943.0,0.43
555,Francis Ford Coppola,Dracula,1992-11-13,40000000.0,215862692.0,5.4
556,Tod Browning,Dracula,1931-02-12,355000.0,1012189.0,2.85
557,Bernard Rose,Candyman,1992-10-16,6000000.0,25792310.0,4.3
558,Martin Scorsese,Cape Fear,1991-11-15,35000000.0,182300000.0,5.21
559,Martin Scorsese,Cape Fear,1991-11-15,35000000.0,182300000.0,5.21
560,Brian De Palma,Carrie,1976-11-03,1800000.0,33800000.0,18.78
561,,Carrie,2013-10-16,30000000.0,82394288.0,2.75
562,,Cat People,1942-12-05,134000.0,4000000.0,29.85
563,Wes Craven,A Nightmare on Elm Street,1984-11-14,1800000.0,25504513.0,14.17
564,,A Nightmare on Elm Street,2010-04-30,35000000.0,115664037.0,3.3
565,Richard Donner,The Omen,1976-06-06,2800000.0,60922980.0,21.76
566,,The Omen,2006-06-06,25000000.0,119188334.0,4.77
567,Jonathan Frakes,Star Trek: First Contact,1996-11-21,46000000.0,150000000.0,3.26
568,Billy Bob Thornton,Sling Blade,1996-08-30,1000000.0,24444121.0,24.44
569,Brian Levant,Jingle All the Way,1996-11-15,60000000.0,129832389.0,2.16
570,Penny Marshall,The Preacher's Wife,1996-12-13,40000000.0,48093211.0,1.2
571,Patrice Leconte,Ridicule,1996-05-09,3000000.0,2503829.0,0.83
572,Stephen Herek,101 Dalmatians,1996-11-17,54000000.0,320689294.0,5.94
573,Renny Harlin,Die Hard 2,1990-07-02,70000000.0,240031094.0,3.43
574,Robert Wise,Star Trek: The Motion Picture,1979-12-06,35000000.0,139000000.0,3.97
575,Nicholas Meyer,Star Trek VI: The Undiscovered Country,1991-12-05,27000000.0,96900000.0,3.59
576,William Shatner,Star Trek V: The Final Frontier,1989-06-09,30000000.0,70200000.0,2.34
577,Nicholas Meyer,Star Trek II: The Wrath of Khan,1982-06-03,12000000.0,96800000.0,8.07
578,Leonard Nimoy,Star Trek III: The Search for Spock,1984-05-31,18000000.0,87000000.0,4.83
579,Leonard Nimoy,Star Trek IV: The Voyage Home,1986-11-25,24000000.0,133000000.0,5.54
580,Tim Burton,Batman Returns,1992-06-19,80000000.0,280000000.0,3.5
581,Christopher Cain,Young Guns,1988-08-12,13000000.0,44726644.0,3.44
582,Randal Kleiser,Grease,1978-07-07,6000000.0,181813770.0,30.3
583,Patricia Birch,Grease 2,1982-06-11,13200000.0,15171476.0,1.15
584,Dwight H. Little,Marked for Death,1990-10-05,12000000.0,46044400.0,3.84
585,Andrew Davis,Under Siege,1992-10-08,35000000.0,156563139.0,4.47
586,Steven Spielberg,Jaws,1975-06-18,7000000.0,470654000.0,67.24
587,Jeannot Szwarc,Jaws 2,1978-06-16,20000000.0,187884007.0,9.39
588,Joe Alves,Jaws 3-D,1983-03-16,20500000.0,87987055.0,4.29
589,Tim Burton,Mars Attacks!,1996-12-12,70000000.0,101371017.0,1.45
590,Alexander Payne,Citizen Ruth,1996-12-13,3000000.0,153155.0,0.05
591,Cameron Crowe,Jerry Maguire,1996-12-06,50000000.0,273552592.0,5.47
592,Joel Coen,Raising Arizona,1987-03-01,6000000.0,29180280.0,4.86
593,Ethan Coen,Raising Arizona,1987-03-01,6000000.0,29180280.0,4.86
594,Jerry Zaks,Marvin's Room,1996-12-18,23000000.0,12803305.0,0.56
595,Wes Craven,Scream,1996-12-20,14000000.0,173046663.0,12.36
596,Michael Mann,The Last of the Mohicans,1992-09-25,40000000.0,75505856.0,1.89
597,,Hamlet,2000-05-12,2000000.0,1568749.0,0.78
598,,Mother,2009-05-28,5000000.0,17112713.0,3.42
599,Alan Parker,Evita,1996-12-14,55000000.0,141047179.0,2.56
600,Robert Butler,Turbulence,1997-01-09,55000000.0,11466088.0,0.21
601,,Underworld,2003-09-19,22000000.0,95708457.0,4.35
602,Thomas Carter,Metro,1997-01-16,55000000.0,31987563.0,0.58
603,Roger Donaldson,Dante's Peak,1997-02-07,116000000.0,178127760.0,1.54
604,Steve James,Prefontaine,1997-01-24,8000000.0,589304.0,0.07
605,Clint Eastwood,Absolute Power,1997-02-14,50000000.0,50068310.0,1.0
606,Stephen Kessler,Vegas Vacation,1997-02-13,25000000.0,36400360.0,1.46
607,David Lynch,Lost Highway,1997-01-15,15000000.0,3675201.0,0.25
608,John Singleton,Rosewood,1997-02-21,30000000.0,13130349.0,0.44
609,Mike Newell,Donnie Brasco,1997-02-27,35000000.0,41954997.0,1.2
610,Mira Nair,Kama Sutra - A Tale of Love,1996-09-11,3000000.0,4109095.0,1.37
611,Betty Thomas,Private Parts,1997-03-07,28000000.0,41230799.0,1.47
612,Phillip Noyce,The Saint,1997-04-03,68000000.0,118063304.0,1.74
613,,Crash,2004-01-13,6500000.0,98410061.0,15.14
614,Tom Shadyac,Liar Liar,1997-03-21,45000000.0,302710615.0,6.73
615,Gregory Nava,Selena,1997-03-21,20000000.0,60000000.0,3.0
616,Alan J. Pakula,The Devil's Own,1997-03-12,90000000.0,140807547.0,1.56
617,Mark Dindal,Cats Don't Dance,1997-03-26,32000000.0,3566637.0,0.11
618,Shuki Levy,Turbo: A Power Rangers Movie,1997-03-27,10000000.0,17979739.0,1.8
619,David Winning,Turbo: A Power Rangers Movie,1997-03-27,10000000.0,17979739.0,1.8
620,Bernard Rose,Anna Karenina,1997-04-04,35000000.0,791830.0,0.02
621,,Anna Karenina,1935-08-30,1152000.0,1439000.0,1.25
622,Luis Llosa,Anaconda,1997-04-11,45000000.0,136885767.0,3.04
623,Jay Roach,Austin Powers: International Man of Mystery,1997-05-02,16500000.0,67683989.0,4.1
624,Jonathan Mostow,Breakdown,1997-05-02,36000000.0,50159144.0,1.39
625,Luc Besson,The Fifth Element,1997-05-07,90000000.0,263920180.0,2.93
626,Joe Mantello,Love! Valour! Compassion!,1997-05-16,2000000.0,2900000.0,1.45
627,,Shall We Dance?,2004-10-15,50000000.0,170128460.0,3.4
628,Steven Spielberg,The Lost World: Jurassic Park,1997-05-23,73000000.0,229074524.0,3.14
629,Simon West,Con Air,1997-06-01,75000000.0,224012234.0,2.99
630,Jan de Bont,Speed 2: Cruise Control,1997-06-13,160000000.0,164508066.0,1.03
631,Robert Patton-Spruill,Squeeze,1997-06-06,500000.0,10300.0,0.02
632,Joel Schumacher,Batman & Robin,1997-06-20,125000000.0,238207122.0,1.91
633,Ron Clements,Hercules,1997-06-26,85000000.0,252712101.0,2.97
634,John Musker,Hercules,1997-06-26,85000000.0,252712101.0,2.97
635,,Hercules,2014-07-23,100000000.0,243400000.0,2.43
636,P.J. Hogan,My Best Friend's Wedding,1997-06-19,38000000.0,299288605.0,7.88
637,Jean-Luc Godard,Contempt,1963-10-21,900000.0,528428.0,0.59
638,John Woo,Face/Off,1997-06-27,80000000.0,245676146.0,3.07
639,Barry Sonnenfeld,Men in Black,1997-07-02,90000000.0,589390539.0,6.55
640,Michael Ritchie,A Simple Wish,1997-07-11,28000000.0,8345056.0,0.3
641,Robert Zemeckis,Contact,1997-07-11,90000000.0,171120329.0,1.9
642,Ridley Scott,G.I. Jane,1997-08-22,50000000.0,48169156.0,0.96
